TeamID,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,,eFG%,TOV%,ORB%,FT/FGA,,DeFG%,DTOV%,DRB%,DFT/FGA,,Arena,Attend.,Attend./G,RANK
1,Atlanta Hawks*,28.2,48,34,51,31,3.61,-0.12,3.49,105.1,101.4,+3.7,97.1,.237,.336,.552,,.516,13.8,19.1,.185,,.480,14.4,74.6,.194,,Philips Arena,690150,16833,8
2,Boston Celtics*,25.2,48,34,50,32,3.21,-0.37,2.84,106.8,103.6,+3.2,98.5,.264,.293,.531,,.488,12.1,25.1,.208,,.487,14.6,74.6,.231,,TD Garden,749076,18270,12
3,Brooklyn Nets,26.9,21,61,22,60,-7.35,0.24,-7.12,103.2,110.9,-7.7,95.2,.246,.218,.527,,.492,13.6,24.1,.186,,.534,13.1,75.7,.176,,Barclays Center,620142,15125,28
4,Charlotte Hornets*,26.0,48,34,49,33,2.72,-0.36,2.36,107.1,104.3,+2.8,95.7,.280,.348,.545,,.502,11.7,20.0,.222,,.496,12.5,79.8,.191,,Time Warner Cable Arena,716894,17485,10
5,Chicago Bulls,27.6,42,40,37,45,-1.48,0.01,-1.46,105.0,106.5,-1.5,95.7,.240,.244,.526,,.487,12.6,24.5,.189,,.485,10.7,74.9,.182,,United Center,894659,21821,17
6,Cleveland Cavaliers*,28.1,57,25,57,25,6.00,-0.55,5.45,110.9,104.5,+6.4,93.3,.259,.352,.558,,.524,12.7,25.1,.194,,.496,12.6,78.5,.205,,Quicken Loans Arena,843042,20562,1
7,Dallas Mavericks*,30.3,42,40,40,42,-0.30,0.29,-0.02,106.7,107.0,-0.3,94.3,.265,.339,.544,,.502,12.0,20.6,.211,,.504,12.8,76.2,.198,,American Airlines Center,825901,20144,13
8,Denver Nuggets,24.7,33,49,33,49,-3.10,0.29,-2.81,105.6,108.9,-3.3,95.7,.282,.277,.531,,.489,13.2,25.8,.216,,.515,12.6,77.3,.216,,Pepsi Center,577898,14095,21
9,Detroit Pistons*,25.0,44,38,43,39,0.61,-0.18,0.43,106.1,105.5,+0.6,95.1,.296,.303,.522,,.491,12.2,27.0,.197,,.504,12.5,79.3,.196,,The Palace of Auburn Hills,677138,16516,15
10,Golden State Warriors*,27.4,73,9,65,17,10.76,-0.38,10.38,114.5,103.8,+10.7,99.3,.250,.362,.593,,.563,13.5,23.5,.191,,.479,12.6,76.0,.208,,Oracle Arena,803436,19596,2
11,Houston Rockets*,27.8,41,41,42,40,0.20,0.14,0.34,108.3,108.1,+0.2,97.6,.352,.370,.553,,.516,14.2,25.7,.244,,.516,14.7,72.8,.219,,Toyota Center,737244,17982,14
12,Indiana Pacers*,26.9,45,37,46,36,1.71,-0.09,1.62,104.6,102.9,+1.7,96.6,.268,.270,.536,,.497,13.5,23.4,.205,,.489,14.3,76.0,.205,,Bankers Life Fieldhouse,690733,16847,9
13,Los Angeles Clippers*,29.7,53,29,53,29,4.28,-0.15,4.13,108.3,103.8,+4.5,95.8,.318,.324,.556,,.524,12.1,20.1,.220,,.480,13.8,73.8,.222,,STAPLES Center,786910,19193,11
14,Los Angeles Lakers,26.5,17,65,17,65,-9.56,0.64,-8.92,101.6,111.6,-10.0,95.6,.292,.290,.509,,.460,12.5,23.1,.228,,.523,11.6,74.7,.202,,STAPLES Center,778877,18997,29
15,Memphis Grizzlies*,30.5,42,40,35,47,-2.24,0.11,-2.14,105.4,107.8,-2.4,93.3,.295,.222,.524,,.477,12.3,25.3,.231,,.518,15.2,75.1,.251,,FedEx Forum,701894,17119,16
16,Miami Heat*,28.4,48,34,46,36,1.65,-0.14,1.50,106.1,104.4,+1.7,93.6,.282,.221,.545,,.508,13.3,23.8,.210,,.485,12.1,77.8,.196,,AmericanAirlines Arena,809350,19740,5
17,Milwaukee Bucks,23.5,33,49,29,53,-4.18,0.20,-3.98,104.3,108.7,-4.4,94.2,.276,.189,.537,,.499,14.2,24.9,.207,,.510,14.2,73.1,.221,,BMO Harris Bradley Center,621808,15166,22
18,Minnesota Timberwolves,24.6,29,53,31,51,-3.54,0.15,-3.38,106.5,110.1,-3.6,95.2,.332,.202,.549,,.498,13.9,24.3,.263,,.524,13.6,74.7,.200,,Target Center,581178,14175,26
19,New Orleans Pelicans,26.6,30,52,31,51,-3.79,0.24,-3.56,105.6,109.5,-3.9,96.8,.259,.277,.537,,.498,12.3,21.2,.201,,.523,12.7,78.8,.225,,Smoothie King Center,688549,16794,25
20,New York Knicks,27.2,32,50,33,49,-2.73,0.00,-2.74,104.6,107.6,-3.0,93.4,.255,.256,.527,,.483,12.6,23.7,.205,,.487,10.5,75.8,.204,,Madison Square Garden (IV),812292,19812,24
21,Oklahoma City Thunder*,25.8,55,27,59,23,7.28,-0.19,7.09,113.1,105.6,+7.5,96.7,.292,.275,.565,,.524,14.0,31.1,.228,,.484,11.7,76.0,.205,,Chesapeake Energy Arena,746323,18203,3
22,Orlando Magic,23.9,35,47,36,46,-1.62,-0.06,-1.68,105.1,106.8,-1.7,96.0,.232,.255,.533,,.500,12.8,23.1,.175,,.513,13.8,76.5,.215,,Amway Center,719275,17515,20
23,Philadelphia 76ers,23.3,10,72,16,66,-10.23,0.31,-9.92,98.8,109.2,-10.4,97.9,.269,.327,.519,,.487,14.8,20.6,.186,,.510,13.5,74.0,.240,,Wells Fargo Center,614650,14991,30
24,Phoenix Suns,26.0,23,59,24,58,-6.66,0.34,-6.32,102.2,109.0,-6.8,98.5,.271,.302,.526,,.487,15.2,25.4,.204,,.523,13.5,77.1,.237,,Talking Stick Resort Arena,701405,17107,27
25,Portland Trail Blazers*,24.3,44,38,43,39,0.83,0.15,0.98,108.8,108.0,+0.8,96.0,.268,.332,.548,,.511,13.2,25.9,.202,,.503,12.1,76.2,.225,,Moda Center,794085,19368,6
26,Sacramento Kings,26.6,33,49,34,48,-2.48,0.16,-2.32,106.0,108.4,-2.4,100.0,.295,.260,.546,,.510,14.2,23.9,.214,,.521,14.0,74.9,.202,,Sleep Train Arena,707526,17222,23
27,San Antonio Spurs*,30.3,67,15,67,15,10.63,-0.36,10.28,110.3,99.0,+11.3,93.8,.246,.223,.564,,.526,12.4,23.0,.197,,.477,14.1,79.1,.182,,AT&T Center,756445,18450,7
28,Toronto Raptors*,26.3,56,26,53,29,4.50,-0.42,4.08,110.0,105.2,+4.8,92.9,.328,.287,.552,,.504,12.3,24.6,.255,,.498,12.7,77.7,.201,,Air Canada Centre,812863,19826,4
29,Utah Jazz,24.2,40,42,46,36,1.79,0.05,1.84,105.9,103.9,+2.0,91.0,.286,.297,.540,,.501,14.2,25.9,.213,,.495,13.5,77.7,.210,,Vivint Smart Home Arena,791489,19305,19
30,Washington Wizards,27.3,41,41,40,42,-0.50,0.00,-0.50,105.3,105.8,-0.5,98.5,.263,.282,.544,,.511,13.1,20.6,.192,,.515,14.6,77.7,.218,,Verizon Center,725426,17693,18
1,Atlanta Hawks*,27.8,60,22,56,26,5.43,-0.68,4.75,108.9,103.1,+5.8,93.9,.259,.321,.563,,.527,13.5,21.4,.201,,.492,14.9,73.4,.185,,Philips Arena,713909,17412,4
2,Boston Celtics*,25.0,40,42,41,41,0.16,-0.56,-0.40,104.7,104.5,+0.2,95.8,.233,.280,.523,,.489,12.5,24.7,.176,,.494,13.7,75.0,.208,,TD Garden,721350,17594,16
3,Brooklyn Nets*,28.6,38,44,33,49,-2.88,-0.25,-3.13,104.4,107.4,-3.0,92.7,.267,.240,.529,,.491,13.0,23.9,.200,,.506,12.9,73.7,.185,,Barclays Center,698529,17037,10
4,Charlotte Hornets,26.0,33,49,32,50,-3.17,-0.27,-3.44,100.1,103.5,-3.4,93.0,.269,.226,.498,,.456,11.2,22.1,.202,,.487,12.0,79.3,.188,,Time Warner Cable Arena,704886,17192,22
5,Chicago Bulls*,28.8,50,32,50,32,3.00,-0.46,2.54,107.5,104.3,+3.2,92.8,.304,.269,.536,,.489,12.9,27.0,.238,,.473,11.3,74.4,.182,,United Center,886612,21625,6
6,Cleveland Cavaliers*,26.9,53,29,53,29,4.48,-0.40,4.08,111.1,106.3,+4.8,92.3,.287,.334,.557,,.520,13.4,26.8,.216,,.502,12.6,74.7,.177,,Quicken Loans Arena,843042,20562,2
7,Dallas Mavericks*,29.9,50,32,49,33,2.90,0.46,3.36,109.5,106.4,+3.1,95.2,.262,.296,.550,,.515,11.9,23.6,.197,,.503,14.7,72.2,.204,,American Airlines Center,827702,20188,11
8,Denver Nuggets,26.4,30,52,31,51,-3.55,0.48,-3.07,104.5,108.2,-3.7,96.1,.278,.284,.518,,.479,12.7,26.6,.204,,.504,13.0,74.7,.239,,Pepsi Center,602707,14700,24
9,Detroit Pistons,25.9,32,50,38,44,-1.00,-0.39,-1.39,105.3,106.4,-1.1,92.8,.261,.290,.515,,.482,12.3,27.7,.184,,.502,13.2,75.0,.192,,The Palace of Auburn Hills,625917,15266,23
10,Golden State Warriors*,26.6,67,15,65,17,10.10,-0.09,10.01,111.6,101.4,+10.2,98.3,.239,.311,.571,,.540,13.1,24.1,.184,,.470,14.3,74.5,.217,,Oracle Arena,803436,19596,1
11,Houston Rockets*,27.6,56,26,50,32,3.44,0.38,3.82,107.0,103.4,+3.6,96.5,.312,.392,.548,,.512,15.0,26.8,.223,,.486,14.6,72.9,.208,,Toyota Center,747412,18230,3
12,Indiana Pacers,28.3,38,44,42,40,0.28,-0.51,-0.23,103.5,103.2,+0.3,93.2,.266,.255,.523,,.484,13.1,24.0,.201,,.478,12.0,77.9,.217,,Bankers Life Fieldhouse,691434,16864,19
13,Los Angeles Clippers*,28.8,56,26,58,24,6.59,0.22,6.80,112.4,105.5,+6.9,94.7,.303,.322,.565,,.533,11.6,22.8,.215,,.493,13.2,75.7,.231,,STAPLES Center,785892,19168,5
14,Los Angeles Lakers,27.0,21,61,23,59,-6.84,0.67,-6.17,103.4,110.6,-7.2,94.0,.276,.220,.513,,.473,12.1,25.4,.204,,.518,12.1,76.3,.231,,STAPLES Center,768244,18738,27
15,Memphis Grizzlies*,29.6,55,27,50,32,3.24,0.38,3.62,105.7,102.2,+3.5,92.0,.276,.184,.531,,.489,12.6,24.7,.214,,.492,14.5,75.3,.183,,FedEx Forum,710502,17329,7
16,Miami Heat,28.5,37,45,33,49,-2.60,-0.32,-2.92,103.9,106.7,-2.8,90.9,.306,.262,.540,,.500,14.5,23.2,.227,,.505,14.2,73.4,.213,,AmericanAirlines Arena,808223,19713,21
17,Milwaukee Bucks*,24.6,41,41,42,40,0.43,-0.52,-0.09,102.7,102.2,+0.5,94.1,.258,.223,.536,,.499,15.5,25.4,.195,,.487,15.9,73.3,.221,,BMO Harris Bradley Center,593910,14813,12
18,Minnesota Timberwolves,24.4,16,66,19,63,-8.79,0.79,-8.00,102.9,112.2,-9.3,94.4,.309,.179,.517,,.468,13.7,26.6,.240,,.537,13.9,71.6,.187,,Target Center,595652,14416,30
19,New Orleans Pelicans*,25.3,45,37,43,39,0.79,0.34,1.13,108.2,107.3,+0.9,91.4,.263,.233,.537,,.501,12.5,27.1,.198,,.496,11.7,75.1,.195,,Smoothie King Center,683757,16677,14
20,New York Knicks,26.9,17,65,17,65,-9.32,-0.18,-9.50,99.9,110.0,-10.1,91.2,.234,.240,.508,,.470,14.0,24.5,.180,,.512,13.3,73.1,.234,,Madison Square Garden (IV),812292,19812,29
21,Oklahoma City Thunder,25.4,45,37,47,35,2.18,0.28,2.47,107.8,105.5,+2.3,95.7,.284,.262,.532,,.492,13.1,28.9,.214,,.489,12.4,75.6,.213,,Chesapeake Energy Arena,746323,18203,17
22,Orlando Magic,24.3,25,57,25,57,-5.72,-0.15,-5.87,101.6,107.7,-6.1,93.8,.230,.235,.524,,.494,14.0,23.1,.168,,.514,13.6,76.0,.210,,Amway Center,688194,16785,26
23,Philadelphia 76ers,23.2,18,64,18,64,-8.98,-0.07,-9.04,95.5,104.8,-9.3,95.7,.288,.319,.494,,.459,16.0,25.5,.195,,.497,15.2,73.0,.225,,Wells Fargo Center,571572,13941,28
24,Phoenix Suns,25.7,39,43,38,44,-0.90,0.52,-0.38,105.3,106.2,-0.9,96.3,.251,.291,.537,,.501,13.7,24.5,.191,,.497,14.0,73.5,.221,,US Airways Center,693862,16923,17
25,Portland Trail Blazers*,27.0,51,31,53,29,4.23,0.18,4.41,108.2,103.7,+4.5,94.2,.225,.316,.544,,.508,12.6,24.2,.180,,.476,11.3,76.2,.182,,Moda Center,798368,19472,13
26,Sacramento Kings,26.0,29,53,31,51,-3.71,0.64,-3.07,105.3,109.2,-3.9,95.4,.363,.204,.542,,.490,14.8,26.5,.276,,.507,11.8,75.2,.200,,Sleep Train Arena,680049,16587,25
27,San Antonio Spurs*,29.8,55,27,58,24,6.20,0.14,6.34,108.5,102.0,+6.5,93.8,.256,.269,.555,,.517,13.1,23.4,.200,,.484,13.3,77.3,.190,,AT&T Center,762855,18606,9
28,Toronto Raptors*,26.1,49,33,49,33,3.07,-0.62,2.45,111.0,107.7,+3.3,92.8,.295,.302,.553,,.508,12.0,25.6,.232,,.506,13.4,73.3,.208,,Air Canada Centre,809824,19752,15
29,Utah Jazz,23.4,38,44,42,40,0.22,0.49,0.71,105.1,104.9,+0.2,90.4,.297,.274,.531,,.494,14.6,29.1,.214,,.491,12.8,76.3,.199,,EnergySolutions Arena,772059,18831,20
30,Washington Wizards*,28.6,46,36,43,39,0.72,-0.55,0.17,103.7,103.0,+0.7,93.7,.259,.203,.534,,.499,14.0,24.9,.192,,.481,12.9,77.3,.210,,Verizon Center,747796,18239,8
1,Atlanta Hawks*,27.5,38,44,40,42,-0.48,-0.40,-0.88,105.9,106.4,-0.5,94.6,.266,.316,.554,,.515,14.3,21.0,.208,,.510,14.0,74.4,.196,,Philips Arena,587927,14231,14
2,Boston Celtics,25.4,25,57,28,54,-4.46,-0.51,-4.97,102.9,107.7,-4.8,93.3,.248,.251,.517,,.477,14.2,27.4,.193,,.505,13.4,74.2,.227,,TD Garden,742400,18107,26
3,Brooklyn Nets*,30.0,44,38,38,44,-1.00,-0.58,-1.58,106.7,107.7,-1.0,91.4,.313,.301,.555,,.514,14.1,21.7,.236,,.509,14.9,72.3,.236,,Barclays Center,707331,17252,7
4,Charlotte Hornets*,25.5,43,39,40,42,-0.22,-0.67,-0.89,103.6,103.8,-0.2,92.4,.297,.219,.522,,.481,11.7,21.9,.219,,.491,12.6,77.6,.183,,Time Warner Cable Arena,636268,15519,16
5,Chicago Bulls*,28.6,48,34,47,35,1.85,-0.66,1.20,102.5,100.5,+2.0,90.2,.290,.222,.518,,.471,14.2,27.2,.226,,.471,13.7,75.4,.189,,United Center,890370,21716,15
6,Cleveland Cavaliers,24.9,33,49,32,50,-3.29,-0.57,-3.86,104.2,107.7,-3.5,93.1,.268,.236,.518,,.479,13.0,27.2,.201,,.508,13.0,75.8,.199,,Quicken Loans Arena,710522,17330,22
7,Dallas Mavericks*,30.6,49,33,48,34,2.40,0.50,2.91,111.2,108.7,+2.5,93.5,.253,.274,.564,,.526,12.7,24.6,.201,,.515,14.8,72.7,.229,,American Airlines Center,817982,19951,10
8,Denver Nuggets,26.0,36,46,35,47,-2.15,0.75,-1.40,106.0,108.2,-2.2,98.1,.306,.278,.536,,.497,14.0,27.5,.222,,.500,12.8,74.5,.233,,Pepsi Center,692898,16900,20
9,Detroit Pistons,24.7,29,53,31,51,-3.66,-0.48,-4.13,105.9,109.7,-3.8,94.9,.296,.222,.514,,.482,12.9,31.4,.199,,.520,13.8,73.4,.218,,The Palace of Auburn Hills,616005,15025,23
10,Golden State Warriors*,26.3,51,31,54,28,4.80,0.34,5.15,107.5,102.6,+4.9,96.2,.247,.291,.550,,.517,13.8,25.1,.186,,.477,13.6,76.3,.224,,Oracle Arena,803436,19596,9
11,Houston Rockets*,25.4,54,28,53,29,4.56,0.50,5.06,111.0,106.3,+4.7,96.3,.386,.330,.571,,.531,14.6,27.4,.275,,.489,12.5,74.1,.193,,Toyota Center,743082,18124,13
12,Indiana Pacers*,27.2,56,26,54,28,4.40,-0.77,3.63,104.1,99.3,+4.8,92.5,.290,.235,.535,,.490,14.3,24.9,.226,,.460,12.9,76.8,.197,,Bankers Life Fieldhouse,717542,17501,4
13,Los Angeles Clippers*,28.1,57,25,59,23,6.98,0.30,7.27,112.1,104.8,+7.3,95.9,.353,.291,.567,,.526,12.7,25.0,.258,,.484,13.8,72.5,.222,,STAPLES Center,787692,19212,5
14,Los Angeles Lakers,26.8,27,55,25,57,-6.29,0.96,-5.33,104.2,110.6,-6.4,98.7,.263,.291,.542,,.505,13.7,20.2,.199,,.513,12.4,71.0,.192,,STAPLES Center,771974,18829,25
15,Memphis Grizzlies*,28.5,50,32,46,36,1.57,0.61,2.18,106.3,104.6,+1.7,89.9,.248,.171,.529,,.494,13.1,28.3,.184,,.497,13.8,75.7,.199,,FedEx Forum,685458,16718,11
16,Miami Heat*,30.6,54,28,54,28,4.76,-0.61,4.15,110.9,105.8,+5.1,91.2,.300,.292,.590,,.554,14.6,20.6,.228,,.511,15.8,73.0,.212,,AmericanAirlines Arena,811036,19781,2
17,Milwaukee Bucks,24.7,15,67,20,62,-8.18,-0.23,-8.41,103.0,111.8,-8.8,91.8,.274,.231,.519,,.479,14.1,27.1,.204,,.520,13.2,71.4,.225,,BMO Harris Bradley Center,552067,13465,30
18,Minnesota Timberwolves,26.3,40,42,48,34,2.67,0.43,3.10,108.9,106.2,+2.7,97.3,.321,.245,.535,,.486,12.2,27.4,.249,,.518,14.8,74.4,.177,,Target Center,597157,14565,17
19,New Orleans Pelicans,24.3,34,48,33,49,-2.71,0.73,-1.98,107.2,110.1,-2.9,92.2,.286,.193,.537,,.495,12.9,26.9,.220,,.515,13.6,73.8,.249,,Smoothie King Center,672029,16391,21
20,New York Knicks,28.3,37,45,39,43,-0.79,-0.61,-1.40,108.3,109.1,-0.8,90.3,.248,.302,.541,,.505,12.5,25.1,.189,,.514,14.0,74.3,.245,,Madison Square Garden (IV),812292,19812,19
21,Oklahoma City Thunder*,26.2,59,23,58,24,6.34,0.32,6.66,110.5,103.9,+6.6,95.4,.303,.271,.566,,.520,14.0,26.5,.244,,.488,13.9,75.6,.221,,Chesapeake Energy Arena,746323,18203,3
22,Orlando Magic,24.6,23,59,26,56,-5.44,-0.44,-5.88,101.7,107.4,-5.7,93.6,.253,.235,.525,,.487,13.9,22.4,.193,,.504,13.0,75.5,.211,,Amway Center,666046,16245,28
23,Philadelphia 76ers,23.4,19,63,16,66,-10.45,-0.21,-10.66,99.4,109.9,-10.5,99.2,.268,.258,.510,,.475,14.8,24.8,.190,,.524,14.9,72.4,.244,,Wells Fargo Center,568632,13869,29
24,Phoenix Suns,26.2,48,34,48,34,2.63,0.39,3.02,109.5,106.7,+2.8,95.8,.293,.300,.558,,.519,14.0,26.4,.222,,.496,13.9,73.7,.237,,US Airways Center,650739,15872,18
25,Portland Trail Blazers*,25.8,54,28,52,30,3.99,0.45,4.44,111.5,107.4,+4.1,94.9,.270,.290,.548,,.504,12.4,28.0,.220,,.488,11.0,74.7,.194,,Moda Center,809612,19747,6
26,Sacramento Kings,24.9,28,54,33,49,-2.90,0.82,-2.08,105.7,108.8,-3.1,94.4,.331,.218,.532,,.484,13.9,27.8,.251,,.512,12.7,76.6,.234,,Sleep Train Arena,667949,16291,24
27,San Antonio Spurs*,28.9,62,20,61,21,7.72,0.28,8.00,110.5,102.4,+8.1,95.0,.240,.257,.571,,.537,13.5,22.7,.188,,.482,12.8,76.4,.184,,AT&T Center,755031,18415,1
28,Toronto Raptors*,25.6,48,34,50,32,3.24,-0.69,2.55,108.8,105.3,+3.5,91.8,.306,.285,.545,,.498,13.2,27.2,.239,,.493,14.1,74.9,.237,,Air Canada Centre,748339,18252,12
29,Utah Jazz,24.5,25,57,22,60,-7.17,0.91,-6.27,103.5,111.3,-7.8,91.4,.271,.237,.523,,.484,13.9,25.5,.202,,.518,12.1,74.5,.227,,EnergySolutions Arena,745203,18176,27
30,Washington Wizards*,26.3,44,38,45,37,1.27,-0.79,0.48,106.0,104.6,+1.4,93.2,.248,.246,.538,,.506,13.6,25.2,.181,,.504,15.0,75.7,.220,,Verizon Center,698068,17026,8
